NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
251323002244,11%,52%,60%,63380,18.44,78%
260000503830,36%,50%,22%,19297,16.50,53%
260000603854,15%,60%,56%,31611,20.60,32%
260000703856,11%,45%,68%,38915,20.80,31%
260001203862,15%,54%,63%,47979,19.70,30%
260001303869,3%,78%,68%,38649,21.90,18%
260001503890,6%,59%,81%,40833,18.30,46%
260001503903,22%,60%,9%,32083,18.20,57%
260001603912,7%,67%,91%,76821,19.80,56%
260001703918,13%,49%,32%,31862,19.70,32%
260001805923,9%,26%,56%,41683,20.30,33%
260001906583,15%,56%,76%,38728,20.70,32%
260009200596,8%,72%,78%,62903,19.10,58%
260009307913,12%,54%,71%,43708,21.40,42%
260009900612,3%,55%,29%,34808,20.20,12%
260010007835,7%,74%,61%,42945,23.00,7%
260010600688,14%,78%,61%,61635,19.40,35%
260011400705,8%,69%,63%,47330,24.30,14%
260012507997,47%,42%,26%,14050,15.00,77%
260013901488,22%,15%,60%,30195,17.10,95%
260014200804,17%,49%,88%,48370,18.60,75%
260014501652,12%,57%,88%,32175,18.40,50%
260015600970,29%,19%,31%,20966,14.60,66%
260016301004,4%,89%,65%,62351,19.20,72%
260016401005,6%,71%,41%,31392,23.80,11%
260016601035,12%,53%,79%,56676,15.00,86%
260016807800,33%,52%,11%,31944,16.20,85%
260016901038,28%,45%,15%,27846,16.70,69%
260017001039,29%,50%,8%,25987,14.90,67%
260017101040,5%,62%,75%,56525,17.80,48%
260017201041,12%,66%,39%,45455,14.80,98%
260018601543,37%,100%,,,20.70,42%
260019501104,41%,29%,7%,15510,17.60,79%
260020701134,12%,50%,60%,40612,17.80,29%
260021001494,8%,58%,75%,61250,16.50,81%
260021708533,20%,47%,73%,37244,15.30,90%
260022001176,11%,55%,66%,43529,18.00,47%
260022501195,16%,58%,61%,59605,20.40,35%
260022701485,24%,34%,68%,22139,15.30,74%
260022801198,18%,57%,76%,40349,19.20,85%
260023201202,28%,46%,11%,12019,17.20,61%
260023701207,22%,19%,80%,21806,16.00,100%
260024101664,46%,47%,22%,14948,14.30,100%
260024201699,46%,47%,15%,21538,15.70,78%
260025507882,19%,47%,75%,25355,16.00,81%
260026501343,6%,65%,68%,42720,21.20,23%
260027301308,11%,62%,58%,53323,18.80,28%
260027701477,25%,36%,41%,32217,19.00,51%
260028101598,13%,56%,75%,52569,20.00,39%
260028401644,12%,73%,40%,45553,15.50,90%
260029101941,24%,47%,73%,27289,17.80,90%
260029501726,21%,76%,57%,50635,15.90,62%
260030101945,29%,29%,81%,18163,16.60,99%
260031708195,18%,57%,70%,32172,15.90,69%
260095208134,31%,51%,26%,15976,18.40,58%
260095407861,16%,33%,6%,14460,13.30,99%
260095607842,17%,94%,62%,21139,16.30,76%
260096108026,10%,60%,4%,22813,15.80,75%
260096708048,12%,56%,54%,31157,18.10,71%
260096908139,6%,93%,85%,87825,19.40,48%
260097208180,22%,39%,53%,26092,17.60,59%
260098108149,12%,71%,75%,40149,23.40,39%
260098408257,7%,74%,61%,42945,17.70,26%
260098808264,21%,45%,28%,32911,13.30,77%
260098908273,2%,80%,76%,100083,21.60,25%
260099208258,23%,49%,40%,21229,21.30,14%
260099308233,26%,63%,25%,24250,15.70,79%
260100104670,30%,54%,9%,28125,14.50,70%
260100104693,33%,36%,17%,25544,13.60,73%
260100104734,29%,53%,22%,28849,13.30,74%
260100104793,29%,48%,33%,30211,14.10,68%
260100104813,38%,45%,21%,23594,13.40,75%
260100104830,32%,58%,6%,18554,13.40,70%
260101405499,21%,43%,0%,10855,14.80,73%
260101908370,6%,93%,85%,87825,16.60,43%
260102308403,27%,20%,61%,30330,13.40,94%
260102906170,31%,45%,36%,28810,13.40,83%
260105008571,6%,93%,85%,87825,17.90,49%
260106608474,27%,31%,35%,16908,12.90,98%
260107008516,11%,64%,38%,42100,18.50,66%
260192003923,8%,56%,77%,50322,18.20,32%
260195003927,14%,59%,74%,35741,19.50,44%
260198003939,13%,60%,72%,51757,20.10,30%
260216003955,14%,46%,70%,36744,19.60,43%
260219003960,11%,42%,73%,45506,18.60,30%
260252003971,8%,59%,54%,70521,20.60,22%
260255003976,8%,67%,77%,57361,20.90,16%
260264003980,15%,72%,45%,33543,20.00,36%
260267003982,13%,60%,84%,62275,20.30,16%
260273003984,10%,61%,59%,27381,19.50,32%
260279003997,4%,70%,90%,89473,19.90,17%
260282004029,3%,94%,74%,57938,24.70,14%
260282004032,12%,95%,89%,92417,23.70,19%
260282007761,1%,97%,87%,145347,24.50,14%
260324004042,8%,66%,83%,74866,19.80,13%
260351004048,10%,49%,72%,52108,20.40,41%
260354004051,13%,55%,66%,38750,17.50,58%
260357004057,18%,51%,76%,36161,17.30,57%
260360004059,15%,46%,76%,37901,18.10,53%
260369004067,7%,76%,69%,57213,20.90,20%
260381004068,14%,46%,50%,22614,16.10,83%
260387004072,11%,42%,70%,35332,17.00,62%
260390004081,8%,62%,53%,44221,20.20,35%
260402004088,9%,64%,87%,53438,19.20,39%
260417004090,5%,83%,82%,68663,19.80,21%
260426004094,24%,52%,57%,33382,18.10,49%
260426004113,8%,61%,78%,60531,19.70,21%
260429007510,11%,49%,72%,46917,21.00,21%
260444004125,12%,50%,67%,36960,18.40,45%
260447004128,11%,66%,76%,56170,20.60,15%
260450004133,34%,57%,37%,29102,15.20,79%
260453004142,12%,48%,64%,41713,18.60,45%
260462004147,6%,60%,73%,44365,18.40,32%
260465004150,9%,52%,79%,50447,17.70,47%
260474004152,23%,37%,54%,37588,17.60,75%
260480004160,11%,60%,81%,51280,16.90,49%
260483004162,22%,35%,20%,22696,14.10,86%
260495004182,14%,51%,70%,47022,20.70,41%
260501004187,5%,90%,90%,94094,21.60,20%
260543004199,8%,92%,72%,45750,19.10,41%
260569004202,13%,57%,78%,39948,17.90,48%
260578004205,18%,76%,69%,30230,20.70,39%
260582004210,9%,65%,68%,59491,19.30,33%
260585004217,4%,96%,78%,157109,25.00,4%
260585004226,7%,91%,79%,86142,23.20,9%
260600004229,7%,71%,48%,48569,21.60,21%
260609001588,10%,95%,91%,148616,29.20,4%
260609008480,7%,93%,73%,107098,23.50,8%
260627004247,10%,48%,75%,49857,20.20,72%
260650004252,7%,65%,65%,51964,20.20,26%
260657004257,11%,65%,68%,56250,19.70,29%
260660004262,11%,49%,76%,35759,18.60,45%
260663004263,10%,47%,70%,45703,19.40,40%
260672004267,6%,47%,42%,36598,21.20,25%
260678004274,18%,53%,63%,38188,15.60,58%
260684004281,7%,65%,73%,51181,21.50,23%
260687004283,7%,74%,61%,42945,22.70,7%
260690004291,12%,63%,62%,47634,20.30,40%
260693008119,6%,60%,85%,61932,20.00,30%
260696004294,13%,42%,58%,39597,19.30,45%
260699004300,7%,52%,73%,60024,21.30,27%
260704004301,10%,48%,87%,52981,21.20,46%
260708004305,13%,62%,65%,57262,19.40,31%
260714004308,7%,52%,70%,45507,19.80,35%
260717004313,14%,53%,79%,41335,18.30,44%
260732004320,10%,68%,82%,63125,20.50,33%
260753004329,12%,50%,76%,56891,20.10,25%
260756004332,5%,65%,78%,62288,21.40,19%
260759004340,15%,52%,53%,28977,20.80,31%
260762004346,4%,74%,85%,78750,21.90,12%
260769004352,8%,60%,58%,37235,20.40,37%
260771004355,12%,34%,70%,37447,16.40,48%
260780004358,17%,43%,60%,45583,18.70,29%
260789000507,17%,51%,17%,15860,17.90,75%
260789004373,24%,60%,34%,40694,17.60,54%
260789007793,,,,,22.80,28%
260804004376,11%,59%,71%,33750,19.30,38%
260807004379,15%,55%,77%,43750,18.70,-2%
260813004383,14%,46%,75%,42615,18.10,40%
260816004387,9%,51%,58%,43288,20.30,44%
260840004391,8%,62%,62%,45753,19.60,44%
260843004397,10%,49%,57%,33464,17.30,58%
260852004400,12%,50%,60%,40612,20.20,31%
260858004404,12%,56%,54%,31157,18.60,55%
260864004412,19%,51%,48%,36221,19.40,40%
260867004417,8%,55%,80%,55905,19.30,34%
260873004419,7%,65%,46%,32157,20.70,29%
260877004422,13%,62%,48%,43897,18.80,29%
260891004432,21%,46%,63%,24527,19.90,45%
260894004437,4%,86%,88%,66731,23.30,7%
260915004444,11%,52%,67%,42065,20.10,31%
260956004452,16%,45%,61%,39103,19.80,49%
260957000623,6%,66%,76%,69082,20.60,13%
260957004454,9%,78%,76%,61712,19.70,26%
260957007865,9%,74%,83%,81332,26.80,10%
260975004465,14%,52%,39%,30625,19.90,33%
260984004469,5%,81%,83%,46481,18.20,43%
260993004481,16%,71%,84%,52304,19.70,27%
261002004485,8%,60%,53%,50764,17.40,26%
261005004490,8%,62%,71%,54859,20.20,27%
261008004491,16%,58%,64%,46453,15.90,72%
261011004498,23%,59%,52%,31136,19.00,34%
261014004502,6%,58%,62%,35245,19.60,38%
261020004511,11%,48%,65%,42021,18.60,36%
261038004515,9%,56%,71%,57625,18.50,39%
261041004521,12%,49%,80%,43480,17.50,44%
261056004524,14%,54%,79%,38459,19.50,49%
261059004525,8%,67%,61%,46412,19.10,46%
261062004532,7%,61%,51%,54556,19.70,32%
261065004538,13%,68%,88%,57392,19.10,36%
261075004540,11%,44%,60%,46795,19.40,43%
261083004546,7%,62%,66%,50921,21.00,21%
261086004554,11%,62%,66%,38654,18.90,37%
261103004561,15%,53%,64%,45000,21.10,46%
261114004565,13%,47%,69%,46103,19.40,36%
261119004569,8%,56%,79%,37298,19.30,39%
261140004572,,,,,20.10,22%
261143004574,17%,67%,58%,29375,21.30,25%
261155004582,4%,85%,75%,86458,22.70,11%
261160004587,11%,85%,52%,39363,20.70,42%
261160004590,5%,62%,75%,56525,19.60,50%
261160004591,10%,34%,83%,28090,18.20,74%
261160007810,18%,69%,78%,27212,22.40,53%
261161004618,16%,45%,72%,45814,19.40,55%
261164004621,26%,43%,23%,23438,15.00,68%
261164008181,26%,43%,23%,23438,16.00,64%
261167004624,12%,54%,61%,46852,19.40,50%
261170004628,14%,42%,63%,40000,18.60,42%
261191004631,10%,53%,47%,47195,18.80,42%
261200000079,23%,42%,9%,28750,17.60,73%
261200000093,20%,62%,22%,19286,15.60,55%
261200000279,31%,30%,27%,18088,16.60,81%
261200004669,17%,32%,,8733,19.30,64%
261200004703,31%,51%,26%,15976,15.30,76%
261200004802,28%,44%,29%,10757,13.40,81%
261200004857,26%,25%,47%,18750,16.20,70%
261200004906,11%,54%,43%,31563,21.00,55%
261200007415,22%,60%,27%,19478,15.20,83%
261200007972,34%,46%,61%,14340,15.00,74%
261200007984,23%,55%,5%,32681,14.30,89%
261200008006,20%,48%,30%,32431,14.00,79%
261200008040,23%,55%,5%,32681,13.60,84%
261200008050,23%,55%,5%,32681,14.60,82%
261200008073,20%,48%,30%,32431,13.90,74%
261200008084,20%,48%,30%,32431,13.60,83%
261200008271,32%,67%,7%,24138,17.40,83%
261200008306,18%,66%,40%,38190,13.90,76%
261203004916,6%,86%,77%,72083,23.30,6%
261215004924,10%,71%,51%,41909,18.30,55%
261224004926,11%,66%,83%,66645,19.20,26%
261230004929,11%,57%,70%,52747,19.90,23%
261233004934,10%,51%,73%,48093,19.00,36%
261242004941,13%,53%,69%,41410,21.30,25%
261242004943,11%,67%,70%,50980,21.40,18%
261245004950,11%,65%,28%,36757,15.60,76%
261248004961,4%,95%,89%,106738,24.70,5%
261254004967,11%,56%,61%,44266,18.20,43%
261256004969,9%,36%,84%,33083,19.00,42%
261260004971,6%,86%,58%,13540,22.40,24%
261269004981,18%,47%,70%,38654,20.10,25%
261281004986,8%,92%,72%,45750,17.10,81%
261293004988,33%,31%,38%,31027,14.40,87%
261296004994,10%,56%,67%,37943,17.70,49%
261299005001,10%,56%,82%,52833,21.00,23%
261305005002,4%,77%,58%,58438,21.80,25%
261309005007,7%,51%,63%,44122,19.70,33%
261350005014,20%,65%,59%,26850,21.00,27%
261353005024,11%,68%,47%,52277,19.90,25%
261356005030,11%,47%,70%,41620,16.60,57%
261407005039,8%,81%,68%,58231,21.50,15%
261407005045,6%,82%,72%,66974,22.40,13%
261407005054,9%,75%,43%,37863,20.50,26%
261410005058,16%,48%,65%,38264,17.60,59%
261423005062,8%,32%,60%,35304,17.30,49%
261425005068,14%,66%,64%,44696,21.00,17%
261428001901,9%,76%,27%,49089,16.70,69%
261428005072,5%,80%,75%,61313,19.00,50%
261446005082,11%,59%,72%,45754,16.90,69%
261452005114,37%,61%,13%,25946,14.10,88%
261452005122,16%,65%,28%,24673,16.60,71%
261455005145,12%,67%,73%,49306,20.20,26%
261457005151,7%,65%,80%,61864,18.50,51%
261461001662,2%,87%,93%,123639,23.10,8%
261461005155,5%,89%,92%,115765,23.60,7%
261461005158,5%,91%,88%,84107,22.80,11%
261469005162,11%,53%,51%,47054,19.30,42%
261470005168,6%,64%,83%,64583,21.50,11%
261473005170,9%,54%,59%,44278,19.80,23%
261476005172,4%,80%,86%,51023,22.50,9%
261479005176,9%,53%,53%,42788,20.40,36%
261482005179,13%,67%,74%,51858,19.80,31%
261506005188,5%,66%,73%,69697,20.80,12%
261515005194,15%,64%,70%,42132,20.50,31%
261539005199,12%,77%,78%,59907,19.30,32%
261542005202,7%,55%,78%,50243,19.10,26%
261545005205,13%,67%,75%,60853,20.50,39%
261554005213,8%,49%,87%,48115,18.50,34%
261573005225,13%,57%,54%,33684,20.70,35%
261575005229,14%,53%,64%,41378,18.20,64%
261583005233,12%,71%,60%,38796,20.80,47%
261587005236,12%,57%,60%,64677,19.60,21%
261597005245,6%,61%,67%,43658,20.00,24%
261599007485,10%,52%,68%,31188,19.80,41%
261602005253,7%,65%,79%,52083,20.40,28%
261605005256,10%,48%,75%,49857,19.90,38%
261608005260,12%,31%,34%,39354,17.00,76%
261611005261,13%,37%,74%,42237,17.00,73%
261632005267,9%,67%,71%,68056,20.80,12%
261635005272,12%,74%,64%,38831,21.10,22%
261638005282,6%,83%,77%,91512,21.50,22%
261641005293,11%,65%,77%,48929,20.60,15%
261644005338,13%,75%,80%,49432,16.00,76%
261644005355,15%,37%,28%,24116,26.40,33%
261644007902,27%,31%,35%,16908,16.80,71%
261644008543,9%,86%,76%,19788,16.50,77%
261647005381,7%,60%,52%,46439,21.40,22%
261683005391,9%,78%,84%,61250,19.30,21%
261722005401,5%,82%,85%,86207,22.70,7%
261725005406,6%,80%,83%,62288,21.70,15%
261737005412,20%,51%,79%,39931,18.00,67%
261740005416,8%,48%,67%,48680,21.50,14%
261752005421,18%,36%,88%,33008,16.10,91%
261755005426,5%,71%,61%,27904,21.60,23%
261764005429,7%,60%,74%,58690,20.70,23%
261770005432,10%,82%,77%,62208,24.00,21%
261773005437,6%,65%,78%,60904,19.10,28%
261776005441,12%,66%,39%,45455,16.00,65%
261782005444,22%,50%,59%,28892,17.30,61%
261786005450,13%,51%,62%,33438,17.70,52%
261788005453,13%,42%,49%,37014,19.60,61%
261791005458,5%,77%,92%,84265,21.80,9%
261794005467,9%,88%,49%,43638,22.20,15%
261797005473,13%,53%,64%,43140,19.30,34%
261803005475,14%,46%,57%,28357,19.10,62%
261818005487,6%,63%,79%,61196,20.50,24%
261827005491,12%,47%,73%,41885,18.70,46%
261836005503,14%,48%,81%,38679,19.20,47%
261839005507,8%,54%,66%,38958,20.50,40%
261842005512,10%,44%,52%,41226,19.30,45%
261845005522,13%,57%,65%,56899,20.60,30%
261848005530,7%,80%,74%,88578,19.90,24%
261851005536,14%,51%,57%,46368,18.70,50%
261854005538,15%,42%,53%,42500,19.30,41%
261857005542,10%,52%,81%,51838,20.80,20%
261860005545,18%,52%,56%,28132,19.70,60%
261872005550,7%,72%,59%,44480,20.20,18%
261881005556,13%,47%,64%,43325,19.60,41%
261884005563,10%,63%,74%,48971,21.70,7%
261893005567,7%,62%,91%,73828,20.10,21%
261899005574,4%,73%,90%,77314,21.10,19%
261899005584,8%,73%,85%,73707,20.30,22%
261905005587,7%,69%,83%,72207,21.10,11%
261910005589,10%,43%,66%,36694,19.60,32%
261917005599,5%,59%,77%,53243,20.00,46%
261925005601,11%,55%,84%,47168,19.50,38%
261941005611,6%,58%,56%,35742,20.00,21%
261947005612,16%,62%,54%,28056,20.00,44%
261953005619,11%,63%,65%,31326,20.60,29%
261958005620,5%,55%,62%,43079,19.80,29%
261962005629,14%,58%,42%,38017,18.60,53%
261980005636,11%,55%,73%,48370,19.30,27%
261983005645,4%,80%,86%,88102,22.10,14%
261989005647,9%,51%,80%,48450,18.90,37%
261992005650,8%,57%,66%,43460,19.40,32%
261995005663,13%,68%,73%,54143,19.10,57%
261995005677,7%,77%,57%,34257,19.30,59%
262001005681,14%,47%,62%,41655,18.90,47%
262005005685,9%,40%,69%,40374,20.10,40%
262007005692,6%,52%,67%,49609,19.10,48%
262016005697,10%,54%,66%,48871,18.10,57%
262028005702,9%,68%,58%,49653,19.90,33%
262031005708,12%,47%,76%,47888,20.00,32%
262034005721,4%,76%,63%,77531,18.80,48%
262038005722,13%,61%,81%,53821,21.00,39%
262040005724,9%,43%,65%,42528,19.50,54%
262055005727,6%,71%,88%,58798,20.70,12%
262061007749,15%,49%,57%,38125,18.60,48%
262067005730,11%,68%,75%,68681,19.90,19%
262070005734,7%,60%,80%,47833,18.10,37%
262073005739,8%,84%,78%,92188,22.50,15%
262082005745,4%,75%,87%,67936,22.40,18%
262085005749,9%,50%,56%,38402,19.10,44%
262088005759,9%,80%,75%,62917,20.00,30%
262091005764,18%,53%,70%,32525,19.30,42%
262094005766,13%,52%,79%,46556,18.60,34%
262098005774,9%,57%,82%,50849,20.10,25%
262112005781,6%,67%,78%,64531,18.70,35%
262115005792,5%,81%,56%,47511,17.20,68%
262115005794,12%,52%,55%,32634,16.70,66%
262115005803,,,,,16.20,61%
262118005834,16%,54%,49%,35321,20.00,28%
262118005840,15%,52%,55%,30321,19.70,32%
262121005845,13%,51%,57%,44102,19.50,47%
262124005847,8%,59%,77%,55140,20.90,41%
262139005849,8%,69%,63%,51977,21.40,34%
262145005852,10%,57%,68%,56208,19.20,32%
262157005855,11%,60%,85%,62604,18.20,39%
262160005866,18%,36%,52%,43869,18.00,66%
262169005870,14%,58%,61%,54005,20.10,17%
262184005877,4%,76%,85%,82292,21.40,10%
262184005882,7%,66%,70%,65388,20.10,25%
262184005903,7%,73%,84%,61861,21.30,20%
262187005912,5%,72%,64%,58186,19.70,26%
262187005918,6%,68%,91%,92825,20.10,19%
262205005926,10%,68%,78%,70250,21.10,20%
262220005933,13%,58%,35%,31086,20.00,29%
262229005943,9%,69%,58%,37813,16.90,76%
262232005947,17%,36%,29%,23750,19.60,46%
262238005952,7%,73%,89%,72281,21.00,14%
262241005957,11%,64%,38%,42100,19.50,34%
262247005963,13%,41%,55%,27635,19.20,40%
262250005966,11%,48%,69%,41698,19.70,51%
262262005970,12%,51%,69%,50101,19.10,39%
262274005973,10%,52%,76%,46810,20.00,42%
262280005976,13%,47%,71%,38250,17.50,59%
262286005980,14%,43%,67%,39561,20.10,45%
262297005985,6%,79%,56%,50150,21.00,28%
262298005986,8%,52%,83%,53891,18.60,28%
262304005989,9%,66%,73%,48875,21.10,16%
262307005994,3%,81%,80%,56792,19.90,18%
262310006001,10%,52%,70%,53690,18.00,31%
262313006003,13%,56%,58%,43856,19.20,38%
262316006008,13%,56%,58%,43856,19.90,57%
262325006011,8%,59%,77%,55140,22.20,9%
262328006013,10%,44%,64%,42547,17.40,50%
262331006016,8%,52%,65%,46512,20.40,28%
262346006021,16%,42%,53%,30107,18.20,66%
262349006025,7%,54%,93%,69778,20.60,31%
262352006027,6%,51%,70%,44393,20.10,34%
262355006032,11%,54%,44%,37663,18.70,33%
262361006040,9%,62%,74%,49904,18.50,39%
262367006044,14%,53%,79%,41335,17.80,64%
262379006047,21%,51%,55%,34221,19.60,39%
262382006060,14%,70%,53%,30326,22.30,23%
262382006068,6%,85%,89%,70515,23.00,13%
262385006072,5%,78%,82%,72779,20.10,19%
262391006075,18%,53%,81%,48063,19.90,35%
262400006080,15%,45%,80%,33813,20.20,51%
262412006085,7%,71%,96%,52056,21.10,26%
262415006099,10%,43%,52%,42730,18.00,40%
262418006100,6%,63%,64%,51331,19.40,37%
262442006104,21%,52%,64%,34063,19.10,53%
262457006109,13%,47%,67%,45302,19.10,38%
262460006111,16%,41%,70%,37643,18.60,53%
262463006114,13%,55%,72%,55806,17.50,44%
262469006118,17%,63%,47%,39778,16.70,81%
262472006128,30%,40%,37%,18438,17.40,69%
262475006135,5%,78%,36%,24471,21.50,25%
262481006140,15%,56%,76%,38728,19.90,35%
262484006152,25%,39%,28%,27852,16.90,79%
262496006174,8%,69%,62%,56720,19.70,29%
262502006179,11%,70%,74%,39848,20.40,16%
262514006181,9%,65%,50%,52941,22.70,25%
262523006184,13%,56%,75%,52569,17.30,41%
262529006186,11%,58%,85%,51095,21.30,18%
262532006190,11%,46%,74%,44559,19.10,46%
262535006195,13%,45%,51%,31403,18.50,35%
262540006202,4%,64%,87%,60927,20.80,19%
262556006206,16%,51%,56%,33109,19.50,47%
262556008283,16%,51%,56%,33109,21.20,33%
262565006211,9%,47%,70%,45125,17.80,42%
262568006213,10%,53%,64%,50049,19.90,31%
262574006220,10%,92%,87%,113672,23.80,7%
262574006230,6%,92%,92%,106302,22.00,16%
262578006233,9%,49%,67%,38583,18.60,47%
262580006235,9%,76%,81%,56893,20.80,18%
262595006240,12%,57%,79%,44323,20.50,30%
262598006245,4%,96%,94%,180125,25.10,5%
262601006255,12%,59%,66%,42559,19.00,33%
262604006257,17%,53%,78%,48500,19.80,24%
262613006263,6%,92%,79%,97578,24.30,6%
262622006276,15%,50%,44%,34110,18.10,43%
262628006282,6%,93%,85%,87825,24.80,15%
262637006285,11%,52%,74%,45985,19.90,31%
262640006289,20%,42%,60%,34744,18.90,43%
262649006294,7%,58%,88%,49564,18.60,32%
262652006295,8%,66%,58%,47013,19.20,25%
262655006301,16%,54%,69%,34492,17.50,45%
262676006304,14%,47%,58%,32011,17.80,53%
262694006308,7%,66%,88%,45663,22.10,44%
262697006312,14%,55%,58%,32983,18.60,56%
262706006319,11%,50%,71%,47313,20.60,24%
262715006325,11%,49%,72%,51618,20.70,24%
262721006332,8%,60%,62%,39940,18.90,46%
262724006338,11%,64%,75%,57244,20.70,15%
262742006342,15%,70%,54%,37169,18.70,40%
262766006352,6%,76%,82%,63631,21.10,31%
262769006354,13%,44%,75%,41221,17.80,41%
262772006356,11%,57%,61%,42282,19.50,42%
262781006362,12%,62%,47%,39643,18.30,30%
262790006365,13%,55%,72%,55806,19.90,30%
262793006372,6%,78%,59%,40545,20.80,23%
262796006378,7%,70%,75%,64941,21.70,10%
262814006385,7%,64%,72%,60488,20.00,13%
262817006391,12%,49%,74%,42092,19.20,37%
262820006393,10%,48%,73%,47564,18.80,37%
262850006398,10%,49%,73%,41929,19.00,43%
262853006402,9%,58%,80%,47000,20.70,23%
262856001464,6%,77%,91%,105640,22.50,11%
262856006419,6%,95%,99%,108376,22.80,12%
262856006421,6%,77%,91%,105640,22.50,11%
262874006444,14%,43%,33%,33023,14.60,68%
262883006473,6%,76%,37%,32347,19.60,29%
262883006475,23%,59%,46%,32813,17.50,48%
262889006482,9%,83%,75%,26327,23.30,22%
262895006491,6%,81%,66%,39973,22.60,13%
262895006493,10%,76%,70%,45625,21.80,18%
262912006497,7%,70%,75%,64941,19.50,24%
262916006504,10%,68%,63%,55000,18.70,26%
262922006506,7%,47%,70%,39708,19.50,27%
262925006511,9%,51%,61%,51136,19.60,28%
262934006514,12%,60%,67%,47165,19.70,39%
262937006516,10%,49%,77%,50275,19.30,29%
262940006520,13%,45%,72%,41552,19.10,41%
262946006525,15%,59%,61%,61739,17.30,56%
262946008380,15%,59%,61%,61739,12.50,86%
262949006534,12%,50%,53%,35410,18.40,43%
262952006536,9%,60%,74%,49156,20.60,28%
262954006544,16%,62%,64%,46324,18.70,32%
262967006549,8%,62%,73%,47230,19.80,20%
262976006555,23%,26%,47%,33047,15.40,86%
262979006559,3%,75%,74%,50000,19.50,36%
262991006564,9%,54%,70%,37117,20.70,23%
262994001286,7%,86%,92%,77351,23.80,8%
262994006573,6%,91%,85%,82407,22.10,20%
262994006577,5%,92%,92%,134853,24.80,5%
263003006588,9%,74%,86%,59773,22.20,6%
263006006594,19%,54%,74%,34522,20.90,35%
